timestamp,volume,open,high,low,close
20250929 21:32:15 America/Denver,-1,59.2,59.2,58.9,59.1
20250929 21:32:30 America/Denver,-1,59.1,59.45,59.1,59.15
20250929 21:32:45 America/Denver,-1,59.15,59.15,58.9,59.15
20250929 21:33:00 America/Denver,-1,59.15,59.5,58.95,59.3
20250929 21:33:15 America/Denver,-1,59.3,59.65,59.15,59.5
20250929 21:33:30 America/Denver,-1,59.5,59.55,59.15,59.55
20250929 21:33:45 America/Denver,-1,59.55,59.7,59.15,59.5
20250929 21:34:00 America/Denver,-1,59.5,59.5,59.15,59.5
20250929 21:34:15 America/Denver,-1,59.5,59.65,59.15,59.15
20250929 21:34:30 America/Denver,-1,59.15,59.5,59.15,59.5
20250929 21:34:45 America/Denver,-1,59.5,59.5,59.15,59.4
20250929 21:35:00 America/Denver,-1,59.4,59.4,59.05,59.25
20250929 21:35:15 America/Denver,-1,59.25,59.6,59.25,59.25
20250929 21:35:30 America/Denver,-1,59.25,59.6,59.0,59.5
20250929 21:35:45 America/Denver,-1,59.5,60.15,59.5,59.85
20250929 21:36:00 America/Denver,-1,59.85,60.0,59.55,59.7
20250929 21:36:15 America/Denver,-1,59.7,59.7,59.25,59.4
20250929 21:36:30 America/Denver,-1,59.4,59.4,59.05,59.1
20250929 21:36:45 America/Denver,-1,59.1,59.45,58.9,59.15
20250929 21:37:00 America/Denver,-1,59.15,59.45,59.15,59.2
20250929 21:37:15 America/Denver,-1,59.2,59.2,58.9,59.15
20250929 21:37:30 America/Denver,-1,59.15,59.45,59.15,59.3
20250929 21:37:45 America/Denver,-1,59.3,59.65,59.3,59.5
20250929 21:38:00 America/Denver,-1,59.5,59.7,59.45,59.5
20250929 21:38:15 America/Denver,-1,59.5,59.7,59.15,59.5
20250929 21:38:30 America/Denver,-1,59.5,59.55,59.5,59.55
20250929 21:38:45 America/Denver,-1,59.55,59.9,59.45,59.7
20250929 21:39:00 America/Denver,-1,59.7,59.8,59.7,59.8
20250929 21:39:15 America/Denver,-1,59.8,59.8,59.8,59.8
20250929 21:39:30 America/Denver,-1,59.8,59.8,59.5,59.8
20250929 21:39:45 America/Denver,-1,59.8,59.95,59.45,59.7
20250929 21:40:00 America/Denver,-1,59.7,59.95,59.7,59.75
20250929 21:40:15 America/Denver,-1,59.75,60.05,59.75,60.0
20250929 21:40:30 America/Denver,-1,60.0,60.0,59.65,59.85
20250929 21:40:45 America/Denver,-1,59.85,60.1,59.85,59.95
20250929 21:41:00 America/Denver,-1,59.95,60.1,59.8,59.8
20250929 21:41:15 America/Denver,-1,59.8,59.95,59.8,59.95
20250929 21:41:30 America/Denver,-1,59.95,60.0,59.95,60.0
20250929 21:41:45 America/Denver,-1,60.0,60.9,59.9,60.55
20250929 21:42:00 America/Denver,-1,60.55,60.85,60.3,60.4
20250929 21:42:15 America/Denver,-1,60.4,60.8,60.35,60.65
20250929 21:42:30 America/Denver,-1,60.65,60.65,60.3,60.5
20250929 21:42:45 America/Denver,-1,60.5,60.5,60.25,60.5
20250929 21:43:00 America/Denver,-1,60.5,60.8,60.25,60.4
20250929 21:43:15 America/Denver,-1,60.4,60.4,59.0,60.1
20250929 21:43:30 America/Denver,-1,60.1,60.45,60.05,60.35
20250929 21:43:45 America/Denver,-1,60.35,60.35,60.3,60.3
20250929 21:44:00 America/Denver,-1,60.3,60.3,60.25,60.25
20250929 21:44:15 America/Denver,-1,60.25,60.25,59.85,59.85
20250929 21:44:30 America/Denver,-1,59.85,60.2,59.6,60.0
20250929 21:44:45 America/Denver,-1,60.0,60.05,60.0,60.05
20250929 21:45:00 America/Denver,-1,60.05,60.05,59.45,59.6
20250929 21:45:15 America/Denver,-1,59.6,59.6,59.6,59.6
20250929 21:45:30 America/Denver,-1,59.6,59.7,59.15,59.35
20250929 21:45:45 America/Denver,-1,59.35,59.35,59.15,59.35
20250929 21:46:00 America/Denver,-1,59.35,59.4,58.8,59.05
20250929 21:46:15 America/Denver,-1,59.05,59.3,58.75,59.05
20250929 21:46:30 America/Denver,-1,59.05,59.4,58.85,58.95
20250929 21:46:45 America/Denver,-1,58.95,59.25,58.95,59.05
20250929 21:47:00 America/Denver,-1,59.05,59.15,58.7,59.15
20250929 21:47:15 America/Denver,-1,59.15,59.3,58.8,59.15
20250929 21:47:30 America/Denver,-1,59.15,59.15,58.75,59.0
20250929 21:47:45 America/Denver,-1,59.0,59.3,58.8,59.05
20250929 21:48:00 America/Denver,-1,59.05,59.05,58.45,58.65
20250929 21:48:15 America/Denver,-1,58.65,59.05,58.35,58.85
20250929 21:48:30 America/Denver,-1,58.85,58.85,58.5,58.75
20250929 21:48:45 America/Denver,-1,58.75,59.05,58.5,58.95
20250929 21:49:00 America/Denver,-1,58.95,59.05,58.45,58.55
20250929 21:49:15 America/Denver,-1,58.55,58.6,58.55,58.6
20250929 21:49:30 America/Denver,-1,58.6,58.95,58.4,58.65
20250929 21:49:45 America/Denver,-1,58.65,58.7,58.65,58.7
20250929 21:50:00 America/Denver,-1,58.7,58.8,58.45,58.75
20250929 21:50:15 America/Denver,-1,58.75,58.75,58.0,58.2
20250929 21:50:30 America/Denver,-1,58.2,58.55,58.1,58.1
20250929 21:50:45 America/Denver,-1,58.1,58.35,57.8,58.05
20250929 21:51:00 America/Denver,-1,58.05,58.1,57.75,58.05
20250929 21:51:15 America/Denver,-1,58.05,58.3,57.75,57.95
20250929 21:51:30 America/Denver,-1,57.95,58.35,57.7,57.85
20250929 21:51:45 America/Denver,-1,57.85,57.85,57.5,57.85
20250929 21:52:00 America/Denver,-1,57.85,57.95,57.85,57.95
20250929 21:52:15 America/Denver,-1,57.95,57.95,57.5,57.85
20250929 21:52:30 America/Denver,-1,57.85,58.2,57.85,58.0
20250929 21:52:45 America/Denver,-1,58.0,58.1,57.6,58.1
20250929 21:53:00 America/Denver,-1,58.1,58.4,57.9,58.15
20250929 21:53:15 America/Denver,-1,58.15,58.15,57.8,58.05
20250929 21:53:30 America/Denver,-1,58.05,58.85,58.05,58.6
20250929 21:53:45 America/Denver,-1,58.6,58.6,58.2,58.4
20250929 21:54:00 America/Denver,-1,58.4,58.65,58.0,58.1
20250929 21:54:15 America/Denver,-1,58.1,58.35,57.95,58.0
20250929 21:54:30 America/Denver,-1,58.0,58.0,57.7,57.9
20250929 21:54:45 America/Denver,-1,57.9,58.1,57.55,57.85
20250929 21:55:00 America/Denver,-1,57.85,58.25,57.85,58.0
20250929 21:55:15 America/Denver,-1,58.0,58.35,58.0,58.2
20250929 21:55:30 America/Denver,-1,58.2,58.2,57.8,58.1
20250929 21:55:45 America/Denver,-1,58.1,58.1,57.75,58.1
20250929 21:56:00 America/Denver,-1,58.1,58.35,58.1,58.25
20250929 21:56:15 America/Denver,-1,58.25,58.25,57.85,58.25
20250929 21:56:30 America/Denver,-1,58.25,58.5,57.85,58.35
20250929 21:56:45 America/Denver,-1,58.35,58.65,58.1,58.3
20250929 21:57:00 America/Denver,-1,58.3,58.3,57.75,58.0
20250929 21:57:15 America/Denver,-1,58.0,58.4,57.8,58.1
20250929 21:57:30 America/Denver,-1,58.1,58.45,58.1,58.15
20250929 21:57:45 America/Denver,-1,58.15,58.3,57.9,58.1
20250929 21:58:00 America/Denver,-1,58.1,58.1,58.05,58.05
20250929 21:58:15 America/Denver,-1,58.05,58.4,57.75,58.25
20250929 21:58:30 America/Denver,-1,58.25,58.5,57.7,58.0
20250929 21:58:45 America/Denver,-1,58.0,58.3,57.7,57.95
20250929 21:59:00 America/Denver,-1,57.95,58.3,57.9,58.1
20250929 21:59:15 America/Denver,-1,58.1,58.4,57.75,58.1
20250929 21:59:30 America/Denver,-1,58.1,58.1,58.1,58.1
20250929 21:59:45 America/Denver,-1,58.1,58.15,57.7,57.95
20250929 22:00:00 America/Denver,-1,57.95,58.3,57.85,58.15
20250929 22:00:15 America/Denver,-1,58.15,58.3,57.8,58.15
20250929 22:00:30 America/Denver,-1,58.15,58.3,57.8,58.0
20250929 22:00:45 America/Denver,-1,58.0,58.0,57.7,57.8
20250929 22:01:00 America/Denver,-1,57.8,57.8,57.75,57.8
20250929 22:01:15 America/Denver,-1,57.8,57.8,57.5,57.65
20250929 22:01:30 America/Denver,-1,57.65,58.0,57.65,57.7
20250929 22:01:45 America/Denver,-1,57.7,58.05,57.45,57.65
20250929 22:02:00 America/Denver,-1,57.65,57.7,56.65,57.2
20250929 22:02:15 America/Denver,-1,57.2,57.25,56.8,57.15
20250929 22:02:30 America/Denver,-1,57.15,57.15,56.8,57.15
20250929 22:02:45 America/Denver,-1,57.15,57.5,56.8,57.1
20250929 22:03:00 America/Denver,-1,57.1,57.7,56.8,57.5
20250929 22:03:15 America/Denver,-1,57.5,57.55,57.15,57.4
20250929 22:03:30 America/Denver,-1,57.4,57.4,57.05,57.35
20250929 22:03:45 America/Denver,-1,57.35,57.6,57.15,57.6
20250929 22:04:00 America/Denver,-1,57.6,57.6,57.6,57.6
20250929 22:04:15 America/Denver,-1,57.6,57.9,57.35,57.8
20250929 22:04:30 America/Denver,-1,57.8,57.95,57.35,57.8
20250929 22:04:45 America/Denver,-1,57.8,58.1,57.8,57.9
20250929 22:05:00 America/Denver,-1,57.9,58.0,57.6,58.0
20250929 22:05:15 America/Denver,-1,58.0,58.0,57.5,57.6
20250929 22:05:30 America/Denver,-1,57.6,57.6,57.55,57.6
20250929 22:05:45 America/Denver,-1,57.6,58.0,57.45,57.7
20250929 22:06:00 America/Denver,-1,57.7,58.0,57.65,57.8
20250929 22:06:15 America/Denver,-1,57.8,57.95,57.6,57.8
20250929 22:06:30 America/Denver,-1,57.8,58.1,57.8,57.8
20250929 22:06:45 America/Denver,-1,57.8,58.1,57.6,57.8
20250929 22:07:00 America/Denver,-1,57.8,57.8,57.8,57.8
20250929 22:07:15 America/Denver,-1,57.8,57.8,57.5,57.7
20250929 22:07:30 America/Denver,-1,57.7,58.45,57.7,58.1
20250929 22:07:45 America/Denver,-1,58.1,58.25,57.95,58.2
20250929 22:08:00 America/Denver,-1,58.2,58.2,58.1,58.2
20250929 22:08:15 America/Denver,-1,58.2,58.2,57.9,58.1
20250929 22:08:30 America/Denver,-1,58.1,58.1,58.1,58.1
20250929 22:08:45 America/Denver,-1,58.1,58.1,57.5,57.7
20250929 22:09:00 America/Denver,-1,57.7,58.2,57.6,57.9
20250929 22:09:15 America/Denver,-1,57.9,57.9,57.85,57.9
20250929 22:09:30 America/Denver,-1,57.9,57.9,57.55,57.6
20250929 22:09:45 America/Denver,-1,57.6,58.05,57.6,57.6
20250929 22:10:00 America/Denver,-1,57.6,57.6,57.35,57.55
20250929 22:10:15 America/Denver,-1,57.55,57.9,57.35,57.6
20250929 22:10:30 America/Denver,-1,57.6,57.95,57.35,57.8
20250929 22:10:45 America/Denver,-1,57.8,57.8,57.45,57.8
20250929 22:11:00 America/Denver,-1,57.8,58.0,57.45,57.65
20250929 22:11:15 America/Denver,-1,57.65,57.8,57.65,57.8
20250929 22:11:30 America/Denver,-1,57.8,58.1,57.55,57.85
20250929 22:11:45 America/Denver,-1,57.85,58.0,57.85,58.0
20250929 22:12:00 America/Denver,-1,58.0,58.0,57.6,57.8
20250929 22:12:15 America/Denver,-1,57.8,58.15,57.8,57.8
20250929 22:12:30 America/Denver,-1,57.8,57.8,57.5,57.8
20250929 22:12:45 America/Denver,-1,57.8,57.8,57.8,57.8
20250929 22:13:00 America/Denver,-1,57.8,57.85,57.5,57.8
20250929 22:13:15 America/Denver,-1,57.8,57.8,57.8,57.8
20250929 22:13:30 America/Denver,-1,57.8,57.8,57.5,57.6
20250929 22:13:45 America/Denver,-1,57.6,57.95,57.35,57.55
20250929 22:14:00 America/Denver,-1,57.55,57.55,57.25,57.4
20250929 22:14:15 America/Denver,-1,57.4,57.75,57.1,57.45
20250929 22:14:30 America/Denver,-1,57.45,57.55,57.2,57.55
20250929 22:14:45 America/Denver,-1,57.55,57.55,57.55,57.55
20250929 22:15:00 America/Denver,-1,57.55,57.9,57.2,57.7
20250929 22:15:15 America/Denver,-1,57.7,57.7,57.35,57.6
20250929 22:15:30 America/Denver,-1,57.6,57.9,57.3,57.6
20250929 22:15:45 America/Denver,-1,57.6,57.6,57.55,57.55
20250929 22:16:00 America/Denver,-1,57.55,57.55,57.45,57.5
20250929 22:16:15 America/Denver,-1,57.5,57.6,57.3,57.3
20250929 22:16:30 America/Denver,-1,57.3,57.8,57.2,57.5
20250929 22:16:45 America/Denver,-1,57.5,57.85,57.5,57.5
20250929 22:17:00 America/Denver,-1,57.5,57.85,57.45,57.45
20250929 22:17:15 America/Denver,-1,57.45,57.45,57.2,57.4
20250929 22:17:30 America/Denver,-1,57.4,57.8,57.4,57.55
20250929 22:17:45 America/Denver,-1,57.55,57.8,57.25,57.5
20250929 22:18:00 America/Denver,-1,57.5,57.8,57.4,57.4
20250929 22:18:15 America/Denver,-1,57.4,57.8,57.25,57.5
20250929 22:18:30 America/Denver,-1,57.5,57.5,57.25,57.5
20250929 22:18:45 America/Denver,-1,57.5,57.55,57.25,57.55
20250929 22:19:00 America/Denver,-1,57.55,57.55,57.25,57.45
20250929 22:19:15 America/Denver,-1,57.45,57.45,57.1,57.3
20250929 22:19:30 America/Denver,-1,57.3,57.3,57.3,57.3
20250929 22:19:45 America/Denver,-1,57.3,57.4,57.3,57.4
20250929 22:20:00 America/Denver,-1,57.4,57.4,57.15,57.3
20250929 22:20:15 America/Denver,-1,57.3,57.35,57.3,57.35
20250929 22:20:30 America/Denver,-1,57.35,57.4,57.15,57.4
20250929 22:20:45 America/Denver,-1,57.4,57.6,57.1,57.25
20250929 22:21:00 America/Denver,-1,57.25,57.6,57.2,57.3
20250929 22:21:15 America/Denver,-1,57.3,57.4,57.3,57.4
20250929 22:21:30 America/Denver,-1,57.4,57.4,57.05,57.3
20250929 22:21:45 America/Denver,-1,57.3,57.3,57.3,57.3
20250929 22:22:00 America/Denver,-1,57.3,57.3,57.05,57.3
20250929 22:22:15 America/Denver,-1,57.3,57.65,57.3,57.4
20250929 22:22:30 America/Denver,-1,57.4,57.4,57.1,57.35
20250929 22:22:45 America/Denver,-1,57.35,57.7,57.35,57.5
20250929 22:23:00 America/Denver,-1,57.5,57.5,57.15,57.5
20250929 22:23:15 America/Denver,-1,57.5,57.5,57.15,57.5
20250929 22:23:30 America/Denver,-1,57.5,57.5,57.15,57.5
20250929 22:23:45 America/Denver,-1,57.5,57.75,57.5,57.5
20250929 22:24:00 America/Denver,-1,57.5,57.5,57.15,57.5
20250929 22:24:15 America/Denver,-1,57.5,57.5,57.5,57.5
20250929 22:24:30 America/Denver,-1,57.5,57.85,57.2,57.85
20250929 22:24:45 America/Denver,-1,57.85,57.85,57.6,57.6
20250929 22:25:00 America/Denver,-1,57.6,57.6,57.2,57.5
20250929 22:25:15 America/Denver,-1,57.5,57.5,57.2,57.4
20250929 22:25:30 America/Denver,-1,57.4,57.4,57.15,57.4
20250929 22:25:45 America/Denver,-1,57.4,57.4,57.4,57.4
20250929 22:26:00 America/Denver,-1,57.4,57.8,57.2,57.45
20250929 22:26:15 America/Denver,-1,57.45,57.7,57.45,57.7
20250929 22:26:30 America/Denver,-1,57.7,57.7,57.3,57.65
20250929 22:26:45 America/Denver,-1,57.65,57.9,57.3,57.55
20250929 22:27:00 America/Denver,-1,57.55,57.55,57.25,57.5
20250929 22:27:15 America/Denver,-1,57.5,57.5,56.0,57.15
20250929 22:27:30 America/Denver,-1,57.15,57.3,55.75,56.85
20250929 22:27:45 America/Denver,-1,56.85,57.05,56.45,56.65
20250929 22:28:00 America/Denver,-1,56.65,56.7,55.45,56.2
20250929 22:28:15 America/Denver,-1,56.2,56.5,55.2,55.8
20250929 22:28:30 America/Denver,-1,55.8,56.15,54.9,55.1
20250929 22:28:45 America/Denver,-1,55.1,55.55,54.8,55.25
20250929 22:29:00 America/Denver,-1,55.25,55.25,54.9,54.95
20250929 22:29:15 America/Denver,-1,54.95,54.95,54.45,54.55
20250929 22:29:30 America/Denver,-1,54.55,55.0,54.5,54.95
20250929 22:29:45 America/Denver,-1,54.95,55.2,54.95,55.2
20250929 22:30:00 America/Denver,-1,55.2,55.45,55.15,55.45
20250929 22:30:15 America/Denver,-1,55.45,55.8,55.4,55.55
20250929 22:30:30 America/Denver,-1,55.55,55.8,55.45,55.45
20250929 22:30:45 America/Denver,-1,55.45,55.45,53.7,55.35
20250929 22:31:00 America/Denver,-1,55.35,55.35,55.0,55.15
20250929 22:31:15 America/Denver,-1,55.15,55.55,55.15,55.55
20250929 22:31:30 America/Denver,-1,55.55,55.55,55.55,55.55
20250929 22:31:45 America/Denver,-1,55.55,55.55,55.4,55.4
20250929 22:32:00 America/Denver,-1,55.4,55.4,55.1,55.35
20250929 22:32:15 America/Denver,-1,55.35,55.35,55.0,55.05
20250929 22:32:30 America/Denver,-1,55.05,55.05,55.05,55.05
20250929 22:32:45 America/Denver,-1,55.05,55.05,54.95,54.95
20250929 22:33:00 America/Denver,-1,54.95,54.95,54.85,54.9
20250929 22:33:15 America/Denver,-1,54.9,54.95,54.85,54.95
20250929 22:33:30 America/Denver,-1,54.95,55.0,54.75,54.75
20250929 22:33:45 America/Denver,-1,54.75,54.75,54.55,54.55
20250929 22:34:00 America/Denver,-1,54.55,54.55,54.35,54.35
20250929 22:34:15 America/Denver,-1,54.35,54.35,54.1,54.2
20250929 22:34:30 America/Denver,-1,54.2,54.3,54.2,54.3
20250929 22:34:45 America/Denver,-1,54.3,54.5,54.25,54.5
20250929 22:35:00 America/Denver,-1,54.5,54.65,54.5,54.5
20250929 22:35:15 America/Denver,-1,54.5,54.5,54.35,54.5
20250929 22:35:30 America/Denver,-1,54.5,54.7,54.45,54.45
20250929 22:35:45 America/Denver,-1,54.45,54.45,54.35,54.4
20250929 22:36:00 America/Denver,-1,54.4,54.45,54.4,54.4
20250929 22:36:15 America/Denver,-1,54.4,54.45,54.4,54.4
20250929 22:36:30 America/Denver,-1,54.4,54.4,54.4,54.4
20250929 22:36:45 America/Denver,-1,54.4,54.45,54.35,54.45
20250929 22:37:00 America/Denver,-1,54.45,54.45,54.35,54.4
20250929 22:37:15 America/Denver,-1,54.4,54.4,54.4,54.4
20250929 22:37:30 America/Denver,-1,54.4,54.6,54.4,54.6
20250929 22:37:45 America/Denver,-1,54.6,54.6,54.5,54.6
20250929 22:38:00 America/Denver,-1,54.6,54.85,54.6,54.85
20250929 22:38:15 America/Denver,-1,54.85,54.9,54.8,54.85
20250929 22:38:30 America/Denver,-1,54.85,54.85,54.7,54.7
20250929 22:38:45 America/Denver,-1,54.7,54.7,54.6,54.6
20250929 22:39:00 America/Denver,-1,54.6,54.7,54.6,54.7
20250929 22:39:15 America/Denver,-1,54.7,54.85,54.7,54.8
20250929 22:39:30 America/Denver,-1,54.8,54.8,54.8,54.8
20250929 22:39:45 America/Denver,-1,54.8,54.8,54.5,54.5
20250929 22:40:00 America/Denver,-1,54.5,54.5,54.5,54.5
20250929 22:40:15 America/Denver,-1,54.5,54.5,54.4,54.45
20250929 22:40:30 America/Denver,-1,54.45,54.65,54.4,54.4
20250929 22:40:45 America/Denver,-1,54.4,54.4,54.4,54.4
20250929 22:41:00 America/Denver,-1,54.4,54.4,54.15,54.15
20250929 22:41:15 America/Denver,-1,54.15,54.55,54.15,54.5
20250929 22:41:30 America/Denver,-1,54.5,54.55,54.5,54.55
20250929 22:41:45 America/Denver,-1,54.55,54.7,54.55,54.7
20250929 22:42:00 America/Denver,-1,54.7,54.75,54.7,54.75
20250929 22:42:15 America/Denver,-1,54.75,54.85,54.75,54.85
20250929 22:42:30 America/Denver,-1,54.85,54.95,54.8,54.85
20250929 22:42:45 America/Denver,-1,54.85,54.9,54.85,54.9
20250929 22:43:00 America/Denver,-1,54.9,55.05,54.9,54.95
20250929 22:43:15 America/Denver,-1,54.95,55.2,54.95,55.2
20250929 22:43:30 America/Denver,-1,55.2,55.2,55.15,55.15
20250929 22:43:45 America/Denver,-1,55.15,55.15,55.15,55.15
20250929 22:44:00 America/Denver,-1,55.15,55.15,54.95,54.95
20250929 22:44:15 America/Denver,-1,54.95,54.95,54.95,54.95
20250929 22:44:30 America/Denver,-1,54.95,54.95,54.85,54.95
20250929 22:44:45 America/Denver,-1,54.95,55.2,54.95,55.2
20250929 22:45:00 America/Denver,-1,55.2,55.3,55.2,55.3
20250929 22:45:15 America/Denver,-1,55.3,55.35,55.3,55.3
20250929 22:45:30 America/Denver,-1,55.3,55.3,55.2,55.2
20250929 22:45:45 America/Denver,-1,55.2,55.2,54.85,54.9
20250929 22:46:00 America/Denver,-1,54.9,54.95,54.9,54.95
20250929 22:46:15 America/Denver,-1,54.95,55.15,54.95,55.15
20250929 22:46:30 America/Denver,-1,55.15,55.35,55.15,55.35
20250929 22:46:45 America/Denver,-1,55.35,55.35,55.3,55.3
20250929 22:47:00 America/Denver,-1,55.3,55.35,55.2,55.2
20250929 22:47:15 America/Denver,-1,55.2,55.2,55.1,55.1
20250929 22:47:30 America/Denver,-1,55.1,55.15,55.1,55.15
20250929 22:47:45 America/Denver,-1,55.15,55.15,55.05,55.1
20250929 22:48:00 America/Denver,-1,55.1,55.15,55.05,55.05
20250929 22:48:15 America/Denver,-1,55.05,55.2,55.0,55.2
20250929 22:48:30 America/Denver,-1,55.2,55.4,55.2,55.4
20250929 22:48:45 America/Denver,-1,55.4,55.4,55.3,55.35
20250929 22:49:00 America/Denver,-1,55.35,55.35,55.2,55.2
20250929 22:49:15 America/Denver,-1,55.2,55.2,55.15,55.15
20250929 22:49:30 America/Denver,-1,55.15,55.15,55.05,55.05
20250929 22:49:45 America/Denver,-1,55.05,55.05,54.95,54.95
20250929 22:50:00 America/Denver,-1,54.95,54.95,54.7,54.7
20250929 22:50:15 America/Denver,-1,54.7,54.7,54.65,54.65
20250929 22:50:30 America/Denver,-1,54.65,54.65,54.35,54.5
20250929 22:50:45 America/Denver,-1,54.5,54.7,54.5,54.65
20250929 22:51:00 America/Denver,-1,54.65,54.65,54.55,54.55
20250929 22:51:15 America/Denver,-1,54.55,54.65,54.55,54.65
20250929 22:51:30 America/Denver,-1,54.65,54.7,54.65,54.7
20250929 22:51:45 America/Denver,-1,54.7,54.95,54.7,54.95
20250929 22:52:00 America/Denver,-1,54.95,55.15,54.95,55.1
20250929 22:52:15 America/Denver,-1,55.1,55.1,55.05,55.05
20250929 22:52:30 America/Denver,-1,55.05,55.15,55.05,55.15
20250929 22:52:45 America/Denver,-1,55.15,55.15,55.05,55.05
20250929 22:53:00 America/Denver,-1,55.05,55.05,55.05,55.05
20250929 22:53:15 America/Denver,-1,55.05,55.05,54.85,54.85
20250929 22:53:30 America/Denver,-1,54.85,54.9,54.75,54.9
20250929 22:53:45 America/Denver,-1,54.9,54.9,54.85,54.85
20250929 22:54:00 America/Denver,-1,54.85,54.9,54.85,54.9
20250929 22:54:15 America/Denver,-1,54.9,54.9,54.75,54.75
20250929 22:54:30 America/Denver,-1,54.75,54.75,54.65,54.65
20250929 22:54:45 America/Denver,-1,54.65,54.65,54.65,54.65
20250929 22:55:00 America/Denver,-1,54.65,54.7,54.65,54.7
20250929 22:55:15 America/Denver,-1,54.7,54.7,54.7,54.7
20250929 22:55:30 America/Denver,-1,54.7,54.7,54.7,54.7
20250929 22:55:45 America/Denver,-1,54.7,54.7,54.7,54.7
20250929 22:56:00 America/Denver,-1,54.7,54.7,54.7,54.7
20250929 22:56:15 America/Denver,-1,54.7,54.85,54.65,54.75
20250929 22:56:30 America/Denver,-1,54.75,54.75,54.75,54.75
20250929 22:56:45 America/Denver,-1,54.75,54.75,54.65,54.65
20250929 22:57:00 America/Denver,-1,54.65,54.65,54.55,54.6
20250929 22:57:15 America/Denver,-1,54.6,54.6,54.45,54.45
20250929 22:57:30 America/Denver,-1,54.45,54.45,54.3,54.3
20250929 22:57:45 America/Denver,-1,54.3,54.3,54.2,54.2
20250929 22:58:00 America/Denver,-1,54.2,54.2,54.2,54.2
20250929 22:58:15 America/Denver,-1,54.2,54.2,53.85,53.9
20250929 22:58:30 America/Denver,-1,53.9,54.3,53.9,54.3
20250929 22:58:45 America/Denver,-1,54.3,54.3,54.25,54.25
20250929 22:59:00 America/Denver,-1,54.25,54.25,54.2,54.2
20250929 22:59:15 America/Denver,-1,54.2,54.2,54.1,54.1
20250929 22:59:30 America/Denver,-1,54.1,54.1,54.1,54.1
20250929 22:59:45 America/Denver,-1,54.1,54.1,53.8,53.8
20250929 23:00:00 America/Denver,-1,53.8,53.8,52.9,52.9
20250929 23:00:15 America/Denver,-1,52.9,53.0,52.8,52.8
20250929 23:00:30 America/Denver,-1,52.8,53.0,52.8,53.0
20250929 23:00:45 America/Denver,-1,53.0,53.8,52.85,53.65
20250929 23:01:00 America/Denver,-1,53.65,53.65,53.5,53.5
20250929 23:01:15 America/Denver,-1,53.5,53.75,53.3,53.75
20250929 23:01:30 America/Denver,-1,53.75,54.05,53.75,54.05
20250929 23:01:45 America/Denver,-1,54.05,54.25,54.05,54.25
20250929 23:02:00 America/Denver,-1,54.25,54.75,54.2,54.55
20250929 23:02:15 America/Denver,-1,54.55,54.85,54.55,54.8
20250929 23:02:30 America/Denver,-1,54.8,54.8,54.6,54.6
20250929 23:02:45 America/Denver,-1,54.6,54.65,54.35,54.35
20250929 23:03:00 America/Denver,-1,54.35,54.6,54.2,54.4
20250929 23:03:15 America/Denver,-1,54.4,54.45,54.35,54.4
20250929 23:03:30 America/Denver,-1,54.4,54.4,54.2,54.25
20250929 23:03:45 America/Denver,-1,54.25,54.3,54.2,54.2
20250929 23:04:00 America/Denver,-1,54.2,54.2,53.85,54.05
20250929 23:04:15 America/Denver,-1,54.05,54.05,54.0,54.0
20250929 23:04:30 America/Denver,-1,54.0,54.05,54.0,54.05
20250929 23:04:45 America/Denver,-1,54.05,54.05,54.0,54.0
20250929 23:05:00 America/Denver,-1,54.0,54.05,54.0,54.05
20250929 23:05:15 America/Denver,-1,54.05,54.35,54.05,54.35
20250929 23:05:30 America/Denver,-1,54.35,54.35,54.25,54.25
20250929 23:05:45 America/Denver,-1,54.25,54.25,54.05,54.05
20250929 23:06:00 America/Denver,-1,54.05,54.05,53.8,53.8
20250929 23:06:15 America/Denver,-1,53.8,53.8,53.4,53.4
20250929 23:06:30 America/Denver,-1,53.4,53.6,53.4,53.45
20250929 23:06:45 America/Denver,-1,53.45,53.45,53.15,53.2
20250929 23:07:00 America/Denver,-1,53.2,53.2,53.2,53.2
20250929 23:07:15 America/Denver,-1,53.2,53.2,52.8,52.8
20250929 23:07:30 America/Denver,-1,52.8,53.2,52.8,53.1
20250929 23:07:45 America/Denver,-1,53.1,53.2,53.1,53.2
20250929 23:08:00 America/Denver,-1,53.2,53.6,53.2,53.6
20250929 23:08:15 America/Denver,-1,53.6,53.6,53.45,53.45
20250929 23:08:30 America/Denver,-1,53.45,53.45,53.45,53.45
20250929 23:08:45 America/Denver,-1,53.45,53.6,53.45,53.5
20250929 23:09:00 America/Denver,-1,53.5,53.7,53.5,53.65
20250929 23:09:15 America/Denver,-1,53.65,53.85,53.55,53.85
20250929 23:09:30 America/Denver,-1,53.85,53.9,53.85,53.9
20250929 23:09:45 America/Denver,-1,53.9,54.35,53.9,54.35
20250929 23:10:00 America/Denver,-1,54.35,54.35,54.15,54.25
20250929 23:10:15 America/Denver,-1,54.25,54.25,54.0,54.2
20250929 23:10:30 America/Denver,-1,54.2,54.2,53.8,53.8
20250929 23:10:45 America/Denver,-1,53.8,53.8,53.55,53.55
20250929 23:11:00 America/Denver,-1,53.55,53.55,53.25,53.45
20250929 23:11:15 America/Denver,-1,53.45,53.45,53.4,53.4
20250929 23:11:30 America/Denver,-1,53.4,53.4,53.4,53.4
20250929 23:11:45 America/Denver,-1,53.4,53.65,53.4,53.65
